name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews
John Wayne Gacy,Chicago,UNITED STATES,1942,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,14809400,64657.71513,10761102,569592.3077
Sid Vicious,Lewisham,United Kingdom,1957,Male,MUSICIAN,MUSIC,ARTS,14789672,27784.90644,6705320,231088.625
David Lynch,Missoula,UNITED STATES,1946,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,14788182,45089.80511,6959519,284388.1154
Alice Cooper,Detroit,UNITED STATES,1948,Male,MUSICIAN,MUSIC,ARTS,14780422,46101.10327,8561567,321313.5217
Leona Lewis,London,UNITED KINGDOM,1985,Female,SINGER,MUSIC,ARTS,14773767,85761.83968,9964184,335767.4318
Christina Ricci,Los Angeles,UNITED STATES,1980,Female,ACTOR,FILM AND THEATRE,ARTS,14772807,50944.47887,8562748,378789.9231
O. J. Simpson,San Francisco-Bay Area,UNITED STATES,1947,Male,AMERICAN FOOTBALL PLAYER,TEAM SPORTS,SPORTS,14749449,100609.9424,10236634,508601.6897
Naomi Watts,Shoreham,UNITED KINGDOM,1968,Female,ACTOR,FILM AND THEATRE,ARTS,14743579,93114.14252,8024773,273029.2407
Andrew Garfield,Los Angeles,United States,1983,Male,ACTOR,FILM AND THEATRE,ARTS,14737578,272133.4221,9876728,143083.2816
Hayden Christensen,Vancouver,CANADA,1981,Male,ACTOR,FILM AND THEATRE,ARTS,14722691,45807.28621,8122926,387439.2368
Meg Ryan,Fairfield,UNITED STATES,1961,Female,ACTOR,FILM AND THEATRE,ARTS,14715655,65867.76447,8286281,300319.4898
Courtney Love,San Francisco-Bay Area,UNITED STATES,1964,Female,SINGER,MUSIC,ARTS,14631264,46638.88858,8484181,332528.7273
Brenda Song,Sacramento,UNITED STATES,1988,Female,ACTOR,FILM AND THEATRE,ARTS,14592546,71756.45186,9740521,317229.2609
Evan Rachel Wood,Raleigh,UNITED STATES,1987,Female,ACTOR,FILM AND THEATRE,ARTS,14586521,55378.30782,9047800,486217.3667
Haruki Murakami,Kyoto,Japan,1949,Male,WRITER,LANGUAGE,HUMANITIES,14583103,65729.72466,4405456,270057.463
Whoopi Goldberg,New York,UNITED STATES,1955,Female,ACTOR,FILM AND THEATRE,ARTS,14541732,54635.70872,9662762,250719.5172
Carmen Electra,Sharonville,United States,1972,Female,ACTOR,FILM AND THEATRE,ARTS,14520631,38991.68713,8114029,345729.3095
Jeremy Renner,Modesto,UNITED STATES,1971,Male,ACTOR,FILM AND THEATRE,ARTS,14503115,202925.3832,9669474,128346.1504
Kim Jong-un,Pyongyang,North Korea,1983,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14501187,411915.7495,7753898,207159.8143
Sean Bean,Sheffield,United Kingdom,1959,Male,ACTOR,FILM AND THEATRE,ARTS,14495280,117893.4718,8723007,371673.8462
Sam Worthington,Godalming,UNITED KINGDOM,1976,Male,ACTOR,FILM AND THEATRE,ARTS,14470524,171599.6745,9562328,295316.8163
Ian McKellen,Burnley,UNITED KINGDOM,1939,Male,ACTOR,FILM AND THEATRE,ARTS,14463626,138145.2464,8372734,295176.0408
Kirk Douglas,Amsterdam,UNITED STATES,1916,Male,ACTOR,FILM AND THEATRE,ARTS,14446964,90177.6112,8296393,294836
Franck Rib�ry,Boulogne-sur-Mer,France,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,14437270,159628.623,4604560,236676.5574
Chris Jericho,Long Island,United States,1970,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,14424551,69582.66692,10297535,424251.5
Brooke Shields,New York,UNITED STATES,1965,Female,ACTOR,FILM AND THEATRE,ARTS,14417102,113039.3915,8308747,360427.55
Dolly Parton,Sevierville,United States,1946,Female,SINGER,MUSIC,ARTS,14388239,75344.28008,10783221,319738.6444
Emily Osment,Los Angeles,UNITED STATES,1992,Female,ACTOR,FILM AND THEATRE,ARTS,14384546,54000.45593,7866585,342489.1905
Alex Pettyfer,Stevenage,UNITED KINGDOM,1990,Male,ACTOR,FILM AND THEATRE,ARTS,14383987,148121.5402,8638038,495999.5517
Josh Duhamel,Minot,United States,1972,Male,ACTOR,FILM AND THEATRE,ARTS,14366635,105493.1944,8567555,126023.114
Michael Sheen,Newport,UNITED KINGDOM,1969,Male,ACTOR,FILM AND THEATRE,ARTS,14355130,97835.45166,10065518,531671.4815
James McAvoy,Port Glasgow,UNITED KINGDOM,1979,Male,ACTOR,FILM AND THEATRE,ARTS,14339443,102542.8203,9303811,367678.0256
Colin Firth,Grayshott,UNITED KINGDOM,1960,Male,ACTOR,FILM AND THEATRE,ARTS,14311667,134967.1615,8191515,280620.9216
Paulo Coelho,Rio de Janeiro,BRAZIL,1947,Male,WRITER,LANGUAGE,HUMANITIES,14311386,72606.51269,4185642,207411.3913
Logan Lerman,Los Angeles,UNITED STATES,1992,Male,ACTOR,FILM AND THEATRE,ARTS,14300785,148468.2336,8036876,461315.6452
Steve Carell,Boston,UNITED STATES,1962,Male,ACTOR,FILM AND THEATRE,ARTS,14292848,67977.31962,10793407,408367.0857
Sophia Loren,Rome,ITALY,1934,Female,ACTOR,FILM AND THEATRE,ARTS,14288949,69636.08635,6736560,204127.8429
Michael Caine,Rotherhithe,UNITED KINGDOM,1933,Male,ACTOR,FILM AND THEATRE,ARTS,14256680,96997.5335,8301961,241638.6441
Joe Biden,Scranton,UNITED STATES,1942,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14249509,305268.4702,12028474,182686.0128
Gerald Ford,Omaha,UNITED STATES,1913,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14221045,59670.89403,9875197,146608.7113
Emily Deschanel,Los Angeles,UNITED STATES,1976,Female,ACTOR,FILM AND THEATRE,ARTS,14219096,88428.68989,9455585,394974.8889
Ryan Giggs,Cardiff,UNITED KINGDOM,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,14217661,159511.3885,8645953,233076.4098
Ayn Rand,Saint Petersburg,Russia,1905,Female,WRITER,LANGUAGE,HUMANITIES,14208218,87632.4902,11023490,258331.2364
Isla Fisher,Muscat,OMAN,1976,Female,ACTOR,FILM AND THEATRE,ARTS,14160123,106570.1556,10388717,472004.1
Stan Lee,New York,UNITED STATES,1922,Male,COMIC ARTIST,DESIGN,ARTS,14144590,118807.8506,8534040,307491.087
Lenny Kravitz,New York,UNITED STATES,1964,Male,MUSICIAN,MUSIC,ARTS,14138621,64636.5777,8038627,321332.2955
Elizabeth Banks,Pittsfield,UNITED STATES,1974,Female,ACTOR,FILM AND THEATRE,ARTS,14112584,94163.48928,10319151,427654.0606
Henry Cavill,Saint Saviour,JERSEY,1983,Male,ACTOR,FILM AND THEATRE,ARTS,14038774,234843.3671,9591460,484095.6552
Jeff Bridges,Los Angeles,UNITED STATES,1949,Male,ACTOR,FILM AND THEATRE,ARTS,14038009,147479.2486,8966547,305174.1087
Carla Bruni,Turin,ITALY,1967,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,14027014,103885.4483,5991589,275039.4902
Adam Lambert,Indianapolis,UNITED STATES,1982,Male,SINGER,MUSIC,ARTS,14024171,140549.8976,9144421,359594.1282
Charles Bukowski,Andernach,GERMANY,1920,Male,WRITER,LANGUAGE,HUMANITIES,14004451,63045.22156,5850696,274597.0784
Willow Smith,Los Angeles,UNITED STATES,2000,Female,ACTOR,FILM AND THEATRE,ARTS,14001605,213699.6967,9740325,482813.9655
Denise Richards,Chicago,UNITED STATES,1971,Female,ACTOR,FILM AND THEATRE,ARTS,13952780,69584.31951,8563004,387577.2222
Alex Ferguson,Govan,UNITED KINGDOM,1941,Male,COACH,TEAM SPORTS,SPORTS,13949659,184465.3147,7963889,211358.4697
Gemma Arterton,Gravesend,UNITED KINGDOM,1986,Female,ACTOR,FILM AND THEATRE,ARTS,13949415,126976.6334,9006188,481014.3103
Kate Moss,Croydon,UNITED KINGDOM,1974,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,13924775,52096.44861,7717275,376345.2703
Dita Von Teese,Rochester,UNITED STATES,1972,Female,ACTOR,FILM AND THEATRE,ARTS,13882321,65898.13339,6858303,447816.8065
Tyra Banks,Los Angeles,UNITED STATES,1973,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,13862432,29399.7088,9067836,301357.2174
Bill Murray,Chicago,UNITED STATES,1950,Male,ACTOR,FILM AND THEATRE,ARTS,13837184,56573.29638,9209011,276743.68
Bj�rk,Reykjavik,ICELAND,1965,Female,MUSICIAN,MUSIC,ARTS,13821895,42749.07124,6723219,197455.6429
Neil Young,Toronto,CANADA,1945,Male,MUSICIAN,MUSIC,ARTS,13819516,37135.34525,8231929,321384.093
Betty White,Chicago,United States,1922,Female,ACTOR,FILM AND THEATRE,ARTS,13817928,136561.9961,12244364,476480.2759
Natasha Richardson,Marylebone,UNITED KINGDOM,1963,Female,ACTOR,FILM AND THEATRE,ARTS,13795836,404608.7863,9712515,363048.3158
Christoph Waltz,Vienna,AUSTRIA,1956,Male,ACTOR,FILM AND THEATRE,ARTS,13726882,287497.3398,7036964,334802
William Shatner,C�te Saint-Luc,CANADA,1931,Male,ACTOR,FILM AND THEATRE,ARTS,13724082,73303.5767,10435876,298349.6087
Victoria Beckham,Harlow,UNITED KINGDOM,1974,Female,SINGER,MUSIC,ARTS,13712992,83669.68552,8351061,285687.3333
Chris Martin,Exeter,UNITED KINGDOM,1977,Male,MUSICIAN,MUSIC,ARTS,13683632,78474.34005,8466317,279257.7959
Lee Harvey Oswald,New Orleans,United States,1939,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,13673389,193940.7533,9180355,273467.78
Dustin Hoffman,Los Angeles,UNITED STATES,1937,Male,ACTOR,FILM AND THEATRE,ARTS,13643777,56960.98926,7036053,194911.1
Chris Rock,Andrews,UNITED STATES,1965,Male,ACTOR,FILM AND THEATRE,ARTS,13617327,56869.40409,8986444,400509.6176
Tina Fey,Upper Darby,United States,1970,Female,ACTOR,FILM AND THEATRE,ARTS,13580516,85719.73095,11676714,399426.9412
Stephen Fry,Hampstead,UNITED KINGDOM,1957,Male,ACTOR,FILM AND THEATRE,ARTS,13578895,55711.20499,11190525,357339.3421
John Cusack,Chicago,UNITED STATES,1966,Male,ACTOR,FILM AND THEATRE,ARTS,13574480,56928.04525,8672580,308510.9091
Xavi,Terrassa,SPAIN,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,13568648,119484.3756,4959235,212010.125
Frankie Muniz,Wood-Ridge,United States,1985,Male,ACTOR,FILM AND THEATRE,ARTS,13559372,128439.9291,6851421,521514.3077
Jennifer Morrison,Chicago,UNITED STATES,1979,Female,ACTOR,FILM AND THEATRE,ARTS,13528835,69195.90378,8014736,365644.1892
Christopher Lee,Belgravia,UNITED KINGDOM,1922,Male,ACTOR,FILM AND THEATRE,ARTS,13518960,88446.05615,7619165,281645
Katharine Hepburn,Hartford,UNITED STATES,1907,Female,ACTOR,FILM AND THEATRE,ARTS,13517411,50822.12194,8590116,211209.5469
Wesley Snipes,Orlando,UNITED STATES,1962,Male,ACTOR,FILM AND THEATRE,ARTS,13496001,64013.91921,8591776,337400.025
Eva Longoria,Corpus Christi,United States,1975,Female,ACTOR,FILM AND THEATRE,ARTS,13494668,107397.4754,7611668,259512.8462
Keith Richards,Dartford,UNITED KINGDOM,1943,Male,MUSICIAN,MUSIC,ARTS,13481102,61824.13419,7561284,337027.55
Priyanka Chopra,Jamshedpur,India,1982,Female,ACTOR,FILM AND THEATRE,ARTS,13478376,113875.3807,12179961,275068.898
Hugh Grant,Hammersmith,UNITED KINGDOM,1960,Male,ACTOR,FILM AND THEATRE,ARTS,13474493,58830.73702,6859905,264205.7451
Nelly Furtado,Victoria,CANADA,1978,Female,SINGER,MUSIC,ARTS,13472396,48863.07212,6891115,217296.7097
Jada Pinkett Smith,Baltimore,UNITED STATES,1971,Female,ACTOR,FILM AND THEATRE,ARTS,13451299,79619.40452,9248522,498196.2593
Michael C. Hall,Raleigh,UNITED STATES,1971,Male,ACTOR,FILM AND THEATRE,ARTS,13435781,90937.49454,8970832,383879.4571
Billie Joe Armstrong,San Francisco-Bay Area,UNITED STATES,1972,Male,MUSICIAN,MUSIC,ARTS,13435021,73845.43182,7498478,305341.3864
Amitabh Bachchan,Allahabad,India,1942,Male,ACTOR,FILM AND THEATRE,ARTS,13399037,85497.0565,11566503,239268.5179
Tommy Lee Jones,San Saba,UNITED STATES,1946,Male,ACTOR,FILM AND THEATRE,ARTS,13396302,85010.42866,7931013,267926.04
Robert F. Kennedy,Boston,UNITED STATES,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,13391006,112719.0726,9512246,273285.8367
Jon Bon Jovi,Perth Amboy,United States,1962,Male,SINGER,MUSIC,ARTS,13380963,75376.82587,7276365,297354.7333
Robert Downey Jr.,New York,UNITED STATES,1965,Male,ACTOR,FILM AND THEATRE,ARTS,13378029,140381.6426,108988,262314.2941
Rod Stewart,Highgate,UNITED KINGDOM,1945,Male,SINGER,MUSIC,ARTS,13374383,64052.4384,8428361,311032.1628
Rachel Bilson,Los Angeles,UNITED STATES,1981,Female,ACTOR,FILM AND THEATRE,ARTS,13360925,47527.57037,7666934,430997.5806
Jackson Pollock,Cody,UNITED STATES,1912,Male,PAINTER,FINE ARTS,ARTS,13358067,177537.8623,6835463,169089.4557
Steven Gerrard,Whiston,UNITED KINGDOM,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,13357299,64163.43689,7379219,208707.7969
Kevin Spacey,South Orange,UNITED STATES,1959,Male,ACTOR,FILM AND THEATRE,ARTS,13355386,64001.34315,7402346,261870.3137
Christopher Walken,New York,UNITED STATES,1943,Male,ACTOR,FILM AND THEATRE,ARTS,13335954,62513.47876,8505586,310138.4651
Benedict Cumberbatch,Hammersmith,UNITED KINGDOM,1976,Male,ACTOR,FILM AND THEATRE,ARTS,13327477,223459.1371,10072948,429918.6129
Charles Bronson,Ehrenfeld,United States,1921,Male,ACTOR,FILM AND THEATRE,ARTS,13321949,54539.7258,7423814,261214.6863
Roald Dahl,Llandaff,UNITED KINGDOM,1916,Male,WRITER,LANGUAGE,HUMANITIES,13319225,48111.68261,8302368,261161.2745
Sophia Bush,Los Angeles,UNITED STATES,1982,Female,ACTOR,FILM AND THEATRE,ARTS,13315376,37859.49017,7907930,391628.7059
Yao Ming,Shanghai,China,1980,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,13308768,116240.1364,7810501,350230.7368
Ricky Martin,San Juan,PUERTO RICO,1971,Male,SINGER,MUSIC,ARTS,13287375,86946.84831,6962520,233111.8421
Ed Sheeran,Hebden Bridge,UNITED KINGDOM,1991,Male,SINGER,MUSIC,ARTS,13277238,236456.6222,9493356,510663
Joseph Kony,Other,Uganda,1961,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,13276313,991857.3472,10579143,316102.6905
Gene Simmons,Tirat Carmel,Israel,1949,Male,MUSICIAN,MUSIC,ARTS,13267706,67995.00776,9201819,402051.697
Gareth Bale,Cardiff,UNITED KINGDOM,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,13247687,281576.9567,6069661,315421.119
Farrah Fawcett,Corpus Christi,United States,1947,Female,ACTOR,FILM AND THEATRE,ARTS,13233657,357716.5108,9137913,249691.6415
Oskar Schindler,Svitavy,Czech Republic,1908,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,13227107,66518.28791,5908080,259355.0392
Dan Brown,Exeter,United States,1964,Male,WRITER,LANGUAGE,HUMANITIES,13217400,73353.83998,4916908,203344.6154
Carrie Underwood,Muskogee,United States,1983,Female,SINGER,MUSIC,ARTS,13205316,54212.5631,11235502,377294.7429
Flo Rida,Carol City,UNITED STATES,1979,Male,SINGER,MUSIC,ARTS,13177552,101611.3875,8073395,356150.0541
Michael Cera,Brampton,CANADA,1988,Male,ACTOR,FILM AND THEATRE,ARTS,13156021,68165.73181,10172482,487260.037
David Carradine,Los Angeles,UNITED STATES,1936,Male,ACTOR,FILM AND THEATRE,ARTS,13149905,391572.1451,8401126,320729.3902
Elisha Cuthbert,Calgary,CANADA,1982,Female,ACTOR,FILM AND THEATRE,ARTS,13121735,44934.64904,8253858,328043.375
Jamie Lee Curtis,Los Angeles,UNITED STATES,1958,Female,ACTOR,FILM AND THEATRE,ARTS,13094875,79352.8847,8584244,311782.7381
Allen Iverson,Hampton,United States,1975,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,13079686,77892.96501,8643994,335376.5641
Akshay Kumar,Amritsar,India,1967,Male,ACTOR,FILM AND THEATRE,ARTS,13071687,85258.76085,12230427,373476.7714
SIR Richard Branson,London,UNITED KINGDOM,1950,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,13068009,62288.40033,9543306,353189.4324
R. Kelly,Chicago,UNITED STATES,1967,Male,SINGER,MUSIC,ARTS,13044017,40235.60054,10422416,434800.5667
Chad Michael Murray,Buffalo,UNITED STATES,1981,Male,ACTOR,FILM AND THEATRE,ARTS,13042831,34747.65886,6959987,362300.8611
James Hetfield,Los Angeles,UNITED STATES,1963,Male,MUSICIAN,MUSIC,ARTS,13035989,31114.94473,5915972,266040.5918
Bill Cosby,Philadelphia,UNITED STATES,1937,Male,ACTOR,FILM AND THEATRE,ARTS,13019425,68443.0883,9828268,361650.6944
Robert Redford,Los Angeles,UNITED STATES,1936,Male,ACTOR,FILM AND THEATRE,ARTS,13000786,70182.97874,6947868,254917.3725
Lily Allen,Hammersmith,UNITED KINGDOM,1985,Female,MUSICIAN,MUSIC,ARTS,12998637,70165.45757,8659751,295423.5682
Emilio Estevez,New York,UNITED STATES,1962,Male,ACTOR,FILM AND THEATRE,ARTS,12991008,132133.6448,9169973,419064.7742
Arjen Robben,Bedum,NETHERLANDS,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12987276,156176.2887,4613046,223918.5517
Timbaland,Norfolk,UNITED STATES,1972,Male,MUSICIAN,MUSIC,ARTS,12976379,71151.55142,8532379,294917.7045
Ridley Scott,South Shields,UNITED KINGDOM,1937,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,12972187,107134.5538,7050615,254356.6078
John Frusciante,New York,UNITED STATES,1970,Male,MUSICIAN,MUSIC,ARTS,12962309,52195.94247,6685745,332366.8974
Vitali Klitschko,Belovodskoye,KYRGYZSTAN,1971,Male,BOXER,INDIVIDUAL SPORTS,SPORTS,12951350,168583.4222,6002788,446598.2759
Tobey Maguire,Los Angeles,UNITED STATES,1975,Male,ACTOR,FILM AND THEATRE,ARTS,12912553,93049.97571,7731626,253187.3137
Jessica Simpson,Abilene,United States,1980,Female,SINGER,MUSIC,ARTS,12911052,39605.80785,8459024,258221.04
David Tennant,Bathgate,UNITED KINGDOM,1971,Male,ACTOR,FILM AND THEATRE,ARTS,12910464,80538.60839,10501976,379719.5294
Anna Kendrick,Portland,UNITED STATES,1985,Female,ACTOR,FILM AND THEATRE,ARTS,12891368,195235.0602,9571393,368324.8
Mark Hamill,San Francisco-Bay Area,UNITED STATES,1951,Male,ACTOR,FILM AND THEATRE,ARTS,12879888,72624.04816,9096677,378820.2353
Vanessa Paradis,Saint-Maur-des-Foss�s,FRANCE,1972,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,12859057,79469.21298,5624617,306168.0238
Leslie Nielsen,Regina,CANADA,1926,Male,ACTOR,FILM AND THEATRE,ARTS,12843437,315068.2967,7225259,214057.2833
Alessandro Del Piero,Conegliano,ITALY,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12834262,98980.94111,3852385,210397.7377
Orson Welles,Kenosha,UNITED STATES,1915,Male,ACTOR,FILM AND THEATRE,ARTS,12833460,33607.54769,7813003,194446.3636
Lena Headey,Hamilton,BERMUDA,1973,Female,ACTOR,FILM AND THEATRE,ARTS,12829272,139732.0148,8017348,458188.2857
Hirohito,Tokyo,Japan,1901,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,12818502,43738.92785,4488400,137833.3548
Emma Thompson,London,UNITED KINGDOM,1959,Female,ACTOR,FILM AND THEATRE,ARTS,12806392,67428.97824,7822118,261354.9388
Stieg Larsson,Skelleftehamn,Sweden,1954,Male,WRITER,LANGUAGE,HUMANITIES,12768801,131314.5374,5142033,296948.8605
Patrick Dempsey,Lewiston,UNITED STATES,1966,Male,ACTOR,FILM AND THEATRE,ARTS,12762025,53753.10411,6618769,344919.5946
Isaac Asimov,Petrovichi,Russia,1920,Male,WRITER,LANGUAGE,HUMANITIES,12760596,36872.49566,5710465,143377.4831
Christina Applegate,Los Angeles,UNITED STATES,1971,Female,ACTOR,FILM AND THEATRE,ARTS,12753780,53749.11446,8332142,311067.8049
Pharrell Williams,Virginia Beach,United States,1973,Male,SINGER,MUSIC,ARTS,12748032,172214.0473,8663403,490308.9231
Zodiac Killer,Other,Unknown,1940,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,12724796,48300.76107,8551101,438786.069
Val Kilmer,Los Angeles,UNITED STATES,1959,Male,ACTOR,FILM AND THEATRE,ARTS,12712555,42299.73475,8005540,334540.9211
Carlos Santana,Autl�n,MEXICO,1947,Male,MUSICIAN,MUSIC,ARTS,12677169,33518.44752,6427484,248571.9412
Alexis Bledel,Houston,UNITED STATES,1981,Female,ACTOR,FILM AND THEATRE,ARTS,12673381,50902.05286,6922185,342523.8108
Paul Wesley,New Brunswick,UNITED STATES,1982,Male,ACTOR,FILM AND THEATRE,ARTS,12651817,123433.0925,6331007,408123.129
Cyndi Lauper,New York,UNITED STATES,1953,Female,MUSICIAN,MUSIC,ARTS,12634307,51884.5723,6964805,308153.8293
Iggy Pop,Muskegon,UNITED STATES,1947,Male,MUSICIAN,MUSIC,ARTS,12630738,50661.3734,6542154,293738.093
Daddy Yankee,San Juan,Puerto Rico,1977,Male,SINGER,MUSIC,ARTS,12615904,60750.05061,4143876,420530.1333
Leonard Cohen,Montreal,Canada,1934,Male,WRITER,LANGUAGE,HUMANITIES,12612448,40119.18997,6664475,225222.2857
Nikki Reed,Los Angeles,United States,1988,Female,ACTOR,FILM AND THEATRE,ARTS,12597933,86553.50982,7522677,466590.1111
Frank Lampard,Romford,United Kingdom,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12591500,75664.5753,7263439,185169.1176
Jeremy Clarkson,Doncaster,United Kingdom,1960,Male,JOURNALIST,LANGUAGE,HUMANITIES,12590498,45350.50001,10144096,370308.7647
Rupert Murdoch,Melbourne,Australia,1931,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,12578393,273546.8315,9563167,246635.1569
Carl Sagan,New York,UNITED STATES,1934,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,12577599,62489.50851,8142494,199644.4286
George Michael,East Finchley,United Kingdom,1963,Male,SINGER,MUSIC,ARTS,12576783,78752.10988,6604320,246603.5882
Lou Reed,New York,UNITED STATES,1942,Male,MUSICIAN,MUSIC,ARTS,12574622,258519.7684,7468452,306698.0976
Cesc F�bregas,Arenys de Mar,SPAIN,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12524853,116775.0665,6459408,181519.6087
Eva Braun,Munich,Germany,1912,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,12507571,44105.65199,6683027,198532.873
Alanis Morissette,Ottawa,CANADA,1974,Female,SINGER,MUSIC,ARTS,12497345,47008.94053,7541557,231432.3148
Ronnie James Dio,Portsmouth,United States,1942,Male,MUSICIAN,MUSIC,ARTS,12494580,306534.3038,6284937,297490
Norah Jones,New York,UNITED STATES,1979,Female,MUSICIAN,MUSIC,ARTS,12479319,121659.3597,7555385,259985.8125
Eazy-E,Los Angeles,UNITED STATES,1963,Male,SINGER,MUSIC,ARTS,12478406,54735.55607,8662503,402529.2258
Ayumi Hamasaki,Fukuoka,JAPAN,1978,Female,SINGER,MUSIC,ARTS,12474432,56561.81691,3615559,304254.439
Anna Nicole Smith,Harris County,UNITED STATES,1967,Female,CELEBRITY,MEDIA PERSONALITY,PUBLIC FIGURE,12468167,57878.15197,7556375,283367.4318
Sigourney Weaver,New York,UNITED STATES,1949,Female,ACTOR,FILM AND THEATRE,ARTS,12439442,81076.91116,7182191,230360.037
Paul Rudd,Passaic,UNITED STATES,1969,Male,ACTOR,FILM AND THEATRE,ARTS,12438992,65735.27973,9901720,428930.7586
Ron Paul,Pittsburgh,UNITED STATES,1935,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,12438976,189893.3245,10508100,210830.1017
Julie Andrews,Walton-on-Thames,UNITED KINGDOM,1935,Female,ACTOR,FILM AND THEATRE,ARTS,12423025,81115.86996,8382445,225873.1818
Jeff Buckley,Los Angeles,UNITED STATES,1966,Male,MUSICIAN,MUSIC,ARTS,12418051,43713.28014,6944818,365236.7941
Kiefer Sutherland,London,UNITED KINGDOM,1966,Male,ACTOR,FILM AND THEATRE,ARTS,12398973,40830.78257,7464666,258311.9375
Bud Spencer,Naples,Italy,1929,Male,ACTOR,FILM AND THEATRE,ARTS,12397601,54729.57051,1563169,387425.0313
Bono,Dublin,IRELAND,1960,Male,MUSICIAN,MUSIC,ARTS,12372597,36889.64922,8320241,233445.2264
Vince McMahon,Pinehurst,UNITED STATES,1945,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,12351289,46058.1172,9049690,363273.2059
Woody Harrelson,Midland,United States,1961,Male,ACTOR,FILM AND THEATRE,ARTS,12330592,81336.29576,8199595,333259.2432
Christopher Reeve,New York,UNITED STATES,1952,Male,ACTOR,FILM AND THEATRE,ARTS,12327976,79818.80712,7547015,267999.4783
Avicii,Stockholm,SWEDEN,1989,Male,MUSICIAN,MUSIC,ARTS,12321754,238625.0106,6820299,456361.2593
Ellie Goulding,Lyonshall,UNITED KINGDOM,1986,Female,MUSICIAN,MUSIC,ARTS,12314146,179293.1083,8847237,456079.4815
Portia de Rossi,Horsham,AUSTRALIA,1973,Female,ACTOR,FILM AND THEATRE,ARTS,12302051,85938.95684,9847472,455631.5185
Roman Abramovich,Saratov,Russia,1966,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,12300824,79050.87234,6934364,261719.6596
Steve Buscemi,New York,UNITED STATES,1957,Male,ACTOR,FILM AND THEATRE,ARTS,12290114,70177.36097,7689266,273113.6444
Tera Patrick,Great Falls,UNITED STATES,1976,Female,PORNOGRAPHIC ACTOR,MEDIA PERSONALITY,PUBLIC FIGURE,12285829,34227.05729,8016024,372297.8485
Terry Crews,Flint,UNITED STATES,1968,Male,ACTOR,FILM AND THEATRE,ARTS,12283508,108946.0712,8339068,396242.1935
Oscar Gutierrez,San Diego,UNITED STATES,1974,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,12262984,72676.47494,4235983,299097.1707
Kurt Russell,Springfield,UNITED STATES,1951,Male,ACTOR,FILM AND THEATRE,ARTS,12257857,49651.60689,7503199,255372.0208
Gotye,Bruges,BELGIUM,1980,Male,MUSICIAN,MUSIC,ARTS,12252774,336422.7396,8280979,395250.7742
Bam Margera,West Chester,United States,1979,Male,SKATER,INDIVIDUAL SPORTS,SPORTS,12236577,103214.2333,8952054,453206.5556
Busta Rhymes,New York,United States,1972,Male,SINGER,MUSIC,ARTS,12227248,37314.41196,9058364,359624.9412
Hrithik Roshan,Mumbai,India,1974,Male,ACTOR,FILM AND THEATRE,ARTS,12212662,76588.40847,10326153,359195.9412
Wesley Sneijder,Utrecht,NETHERLANDS,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,12192831,168117.8892,4199815,210221.2241
Nicholas Hoult,Wokingham,UNITED KINGDOM,1989,Male,ACTOR,FILM AND THEATRE,ARTS,12156588,165402.1408,7702093,434163.8571
