name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews,bad_data,
Phillip Cocu,Eindhoven,NETHERLANDS,1970,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1423491,8378.425788,430479,40671.17143,,
Gilberto Silva,Lagoa da Prata,BRAZIL,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2308030,10458.42707,1177857,57700.75,,
Kristen Bell,Huntington Woods,UNITED STATES,1980,Female,ACTOR,FILM AND THEATRE,ARTS,21506575,94965.67131,14515272,477923.8889,,
Kaká,Brasilia,BRAZIL,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,26741890,174290.6482,11185649,376646.338,,
César Milstein,Bahía Blanca,Argentina,1927,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,709444,18710.48192,122349,23648.13333,,
Lesya Ukrainka,Novohrad-Volynskyi,UKRAINE,1871,Female,WRITER,LANGUAGE,HUMANITIES,1634494,17536.51804,152941,52725.6129,,
Philippe Senderos,Geneva,SWITZERLAND,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1934229,13331.01244,924184,46053.07143,,
Alois Senefelder,Prague,CZECH REPUBLIC,1771,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,304711,719.2088663,86919,11719.65385,,
Iván Helguera,Santander,SPAIN,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1021466,3648.928359,320012,39287.15385,,
Alexandr Ostrovsky,Moscow,Russia,1823,Male,WRITER,LANGUAGE,HUMANITIES,236925,1654.004849,63864,8461.607143,,
Manuel Almunia,Pamplona,SPAIN,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2374087,14103.96918,1251434,53956.52273,,
Mikael Silvestre,Chambray-lès-Tours,France,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1620754,12845.2723,919611,46307.25714,,
Kjetil André Aamodt,Oslo,NORWAY,1971,Male,SKIER,INDIVIDUAL SPORTS,SPORTS,424426,5351.148256,107242,15719.48148,,
Lolo Ferrari,Clermont-Ferrand,FRANCE,1963,Female,PORNOGRAPHIC ACTOR,MEDIA PERSONALITY,PUBLIC FIGURE,5411695,18452.11188,1888845,208142.1154,,
Samuel Eto'o,Douala,CAMEROON,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,15494728,136956.3516,5973812,297975.5385,,
Stephen Gately,Sheriff Street,Ireland,1976,Male,SINGER,MUSIC,ARTS,3275491,133858.5688,2491408,125980.4231,,
Eros Ramazzotti,Rome,ITALY,1963,Male,SINGER,MUSIC,ARTS,6245218,29765.93841,1243294,152322.3902,,
Gilbert Arenas,Tampa,United States,1982,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,3438416,26563.55271,2788664,132246.7692,,
Rafael Moneo,Tudela,SPAIN,1937,Male,ARCHITECT,DESIGN,ARTS,850705,3185.122129,217751,32719.42308,,
Viktor Tsoi,Saint Petersburg,Russia,1962,Male,SINGER,MUSIC,ARTS,899121,4724.542741,426076,23054.38462,,
Andrew Lincoln,London,UNITED KINGDOM,1973,Male,ACTOR,FILM AND THEATRE,ARTS,5978891,94283.60495,3774765,206168.6552,,
Gary Speed,Mancot,UNITED KINGDOM,1969,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3504777,213839.345,2829215,97354.91667,,
Jean-Marie Lehn,Rosheim,France,1939,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,314739,985.6480164,86950,9257.029412,,
Carl Rogers,Chicago,UNITED STATES,1902,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5510606,16662.06359,2438131,145015.9474,,
Mikhail Prokhorov,Moscow,Russia,1965,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,2155179,25879.71852,1723575,63387.61765,,
Jermain Defoe,Beckton,United Kingdom,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3371686,19323.46886,2349711,84292.15,,
Joseph L. Goldstein,Kingstree,UNITED STATES,1940,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,232372,1149.601906,97581,7495.870968,,
Paul Robinson,Beverley,UNITED KINGDOM,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,394437,2284.531094,1249,11601.08824,,
Gareth Barry,Hastings,UNITED KINGDOM,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2122070,12855.13991,1313557,55843.94737,,
Freddie Highmore,Camden Town,United Kingdom,1992,Male,ACTOR,FILM AND THEATRE,ARTS,8118875,53919.25207,4591478,289959.8214,,
Morten Olsen,Vordingborg,DENMARK,1949,Male,COACH,TEAM SPORTS,SPORTS,662715,9887.577277,210030,25489.03846,,
Robert Huber,Munich,Germany,1937,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,243972,841.2153245,66697,7175.647059,,
Hartmut Michel,Ludwigsburg,Germany,1948,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,193854,702.4004032,47030,6253.354839,,
Flórián Albert,Hercegszántó,Hungary,1941,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,505647,7523.993757,96305,14045.75,,
J. Michael Bishop,York,UNITED STATES,1936,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,209448,672.5478917,89416,8055.692308,,
Sebastian Larsson,Eskilstuna,SWEDEN,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1098180,11124.99395,655359,29680.54054,,
George Herbert Mead,South Hadley,UNITED STATES,1863,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1906958,7392.701782,892767,68105.64286,,
Christijan Albers,Eindhoven,NETHERLANDS,1979,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,402706,948.7042377,115614,13423.53333,,
Necmettin Erbakan,Sinop,TURKEY,1926,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1330177,15066.85225,189598,42908.93548,,
Mustafa Kemal Atatürk,Thessaloniki,Greece,1881,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,19455613,171165.3193,4576213,117202.488,,
Alfred Wegener,Berlin,GERMANY,1880,Male,GEOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,4330857,24044.65653,1798285,80201.05556,,
Tjalling Koopmans,s-Graveland,Netherlands,1910,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,224155,758.9440214,76094,7230.806452,,
Theodore Schultz,Arlington,United States,1902,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,307259,1215.674755,97227,9037.029412,,
Paul Ince,Ilford,UNITED KINGDOM,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1981373,12050.53237,1443434,70763.32143,,
Scott Parker,Lambeth,UNITED KINGDOM,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1628403,28828.44213,1109813,46525.8,,
Luol Deng,Wau,Sudan,1985,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,2316978,24399.95956,1862549,79895.7931,,
Eckhart Tolle,Dortmund,Germany,1948,Male,WRITER,LANGUAGE,HUMANITIES,4094664,17427.94793,2550440,151654.2222,,
Guillermo Cañas,Buenos Aires,Argentina,1977,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,348144,1169.78114,128766,13390.15385,,
Benni McCarthy,Cape Town,SOUTH AFRICA,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1288646,6772.427741,824547,46023.07143,,
Guus Hiddink,Varsseveld,Netherlands,1946,Male,COACH,TEAM SPORTS,SPORTS,4033480,42869.99523,1737462,89632.88889,,
Anggun,Jakarta,INDONESIA,1974,Female,SINGER,MUSIC,ARTS,2274023,29279.82283,764796,68909.78788,,
Johan Djourou,Abidjan,Ivory Coast,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1508686,7965.320758,835979,44373.11765,,
Walter Zenga,Milan,ITALY,1960,Male,COACH,TEAM SPORTS,SPORTS,1340235,5384.71274,378796,46215,,
Lucas Neill,Sydney,AUSTRALIA,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1337850,12949.08604,805709,47780.35714,,
Antipope Laurentius,Other,Unknown,450,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,95755,1295.941189,47245,3419.821429,,
André Rieu,Maastricht,NETHERLANDS,1949,Male,MUSICIAN,MUSIC,ARTS,3691919,25758.17919,1518811,141996.8846,,
Gene Hackman,Los Angeles,UNITED STATES,1930,Male,ACTOR,FILM AND THEATRE,ARTS,8171352,36401.87355,4722204,160222.5882,,
Carles Puyol,La Pobla de Segur,SPAIN,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,8809553,68490.76637,2953868,151888.8448,,
Roger Y. Tsien,New York,UNITED STATES,1952,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,497142,7016.462518,243381,13082.68421,,
John Bauer,Jönköping,Sweden,1882,Male,PAINTER,FINE ARTS,ARTS,336512,1601.360647,4793,11217.06667,,
Connie Nielsen,Frederikshavn,DENMARK,1965,Female,ACTOR,FILM AND THEATRE,ARTS,4481920,18485.2794,2773489,160068.5714,,
Morten Gamst Pedersen,Vadsø,NORWAY,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,832993,4415.617225,520348,26870.74194,,
Rufus Sewell,Twickenham,United Kingdom,1967,Male,ACTOR,FILM AND THEATRE,ARTS,3839711,26413.69034,2494573,147681.1923,,
Gyula Cseszneky de Milvány,Nagymajor,Hungary,1914,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,77556,140.1942105,20787,2674.344828,,
Porfirio Pepe Lobo,Trujillo,HONDURAS,1947,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,533034,5533.998807,208359,16152.54545,,
Brian Joubert,Poitiers,France,1984,Male,SKATER,INDIVIDUAL SPORTS,SPORTS,1181895,22101.5225,321006,42210.53571,,
André Ooijer,Amsterdam,NETHERLANDS,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,721552,6205.961368,300683,22548.5,,
Kieron Dyer,Ipswich,UNITED KINGDOM,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1240764,8393.054193,907773,47721.69231,,
Emmanuel Eboué,Abidjan,Ivory Coast,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2585687,26002.88804,1129164,68044.39474,,
Antonio Tabucchi,Pisa,ITALY,1943,Male,WRITER,LANGUAGE,HUMANITIES,876225,16776.43653,109468,24339.58333,,
Cesare Pavese,Santo Stefano Belbo,ITALY,1908,Male,WRITER,LANGUAGE,HUMANITIES,1749623,7048.89286,259965,49989.22857,,
Francesco Toldo,Padua,ITALY,1971,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1528450,5995.063112,442005,44954.41176,,
Glen Johnson,Greenwich,UNITED KINGDOM,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,489633,3479.007162,31291,11386.81395,,
Bernard Werber,Toulouse,FRANCE,1961,Male,WRITER,LANGUAGE,HUMANITIES,1104752,4999.522447,240228,42490.46154,,
Janne Ahonen,Lahti,FINLAND,1977,Male,SKIER,INDIVIDUAL SPORTS,SPORTS,1278443,18685.01099,157295,49170.88462,,
Bipasha Basu,New Delhi,India,1979,Female,ACTOR,FILM AND THEATRE,ARTS,5701434,36465.77294,5157427,190047.8,,
Miloš Krasić,Kosovska Mitrovica,Kosovo,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3852983,50897.5528,1260624,101394.2895,,
Carla Del Ponte,Bignasco,SWITZERLAND,1947,Female,LAWYER,LAW,BUSINESS & LAW,466436,3418.143133,164695,17275.40741,,
Ariel Ortega,Libertador General San Martín,Argentina,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2288067,14215.09296,611745,84743.22222,,
John Pantsil,Berekum,GHANA,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,519546,3606.025527,339254,18555.21429,,
Stephen Appiah,Achimota,GHANA,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1761388,11316.92837,739616,58712.93333,,
Asamoah Gyan,Accra,GHANA,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3188137,41503.99958,1837645,81747.10256,,
Guillermo Ochoa,Guadalajara,MEXICO,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2318497,12699.96963,1269596,89172.96154,,
Francisco Javier Rodríguez,Mazatlán,MEXICO,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,772820,7101.249805,393762,28622.96296,,
Vitantonio Liuzzi,Locorotondo,ITALY,1981,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,653680,4185.763356,234810,19808.48485,,
Luis Suárez Miramontes,A Coruña,Spain,1935,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1335164,9773.630103,438189,43069.80645,,
Obafemi Martins,Lagos,Nigeria,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3501865,21747.47157,1712626,109433.2813,,
Giovanni Battista Sammartini,Milan,ITALY,1700,Male,COMPOSER,MUSIC,ARTS,236217,948.4699951,102825,9085.269231,,
Khaled Hosseini,Kabul,AFGHANISTAN,1965,Male,WRITER,LANGUAGE,HUMANITIES,3393273,12533.88851,1799816,87007,,
Siegfried Lenz,Ełk,POLAND,1926,Male,WRITER,LANGUAGE,HUMANITIES,961530,3700.537336,168568,30047.8125,,
Júlio César Soares Espíndola,Rio de Janeiro,BRAZIL,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,4888706,57686.91639,1718020,113690.8372,,
Eutropius,Other,Unknown,-400,Male,HISTORIAN,HISTORY,HUMANITIES,96397,283.1360421,706,3707.576923,,
Kathryn Bigelow,San Francisco-Bay Area,UNITED STATES,1951,Female,FILM DIRECTOR,FILM AND THEATRE,ARTS,5391034,165085.3467,3666253,122523.5,,
Darin,Stockholm,SWEDEN,1987,Male,SINGER,MUSIC,ARTS,786720,10522.78989,10358,27128.27586,,
Yanka Kupala,Maladzyechna Raion,Belarus,1882,Male,WRITER,LANGUAGE,HUMANITIES,557607,5262.716973,49278,8993.66129,,
Aaron Mokoena,Johannesburg,South Africa,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,614758,5021.150304,371691,20491.93333,,
André Maurois,Elbeuf,France,1885,Male,WRITER,LANGUAGE,HUMANITIES,633813,2495.955091,184569,19206.45455,,
Amos,Tekoa,Palestine,-800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,215127,1059.62062,18058,7418.172414,,
Mikhail Vrubel,Omsk,Russia,1856,Male,ARTIST,FINE ARTS,ARTS,444284,1432.846541,230741,15867.28571,,
Ferry Corsten,Rotterdam,NETHERLANDS,1973,Male,MUSICIAN,MUSIC,ARTS,1348353,2956.924002,812292,51859.73077,,
Thomas Johansson,Linköping,Sweden,1975,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,361482,2316.322659,190499,13388.22222,,
Daniel Bovet,Fleurier,Switzerland,1907,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,259595,862.4225246,64495,8653.166667,,
Cristiano Lucarelli,Livorno,ITALY,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1378508,5926.559883,407214,53019.53846,,
Mario Ančić,Split,CROATIA,1984,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,564409,4554.424139,272559,20904.03704,,
Carlo Cudicini,Milan,ITALY,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1675969,7886.942081,867504,49293.20588,,
Steve McManaman,Liverpool,United Kingdom,1972,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2709680,17220.39849,1637153,96774.28571,,
Cameron Diaz,San Diego,UNITED STATES,1972,Female,ACTOR,FILM AND THEATRE,ARTS,30092275,145796.3499,15233910,442533.4559,,
Alfred G. Gilman,New Haven,UNITED STATES,1941,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,201859,996.4773045,72652,7209.25,,
Daniela Hantuchová,Poprad,SLOVAKIA,1983,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1677007,15982.77222,894346,45324.51351,,
Sotirios Kyrgiakos,Trikala,Greece,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1056293,12228.50819,655255,34073.96774,,
Claude Makélélé,Kinshasa,,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3521666,13221.98367,1446682,81899.2093,,
Alla Pugacheva,Moscow,Russia,1949,Female,SINGER,MUSIC,ARTS,1608901,8561.720052,668992,25139.07813,,
Marcos Baghdatis,Paramytha,CYPRUS,1985,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1242979,14860.12483,746156,35513.68571,,
Vasily Zhukovsky,Tula,Russia,1783,Male,WRITER,LANGUAGE,HUMANITIES,261660,1083.988417,95733,7929.090909,,
Christian Karembeu,Lifou,NEW CALEDONIA,1970,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1716763,9573.379135,511094,66029.34615,,
Julia Ormond,Epsom,UNITED KINGDOM,1965,Female,ACTOR,FILM AND THEATRE,ARTS,3450342,17463.05251,2124828,127790.4444,,
Clara Zetkin,Königshain-Wiederau,Germany,1857,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1306296,17604.57741,234222,27214.5,,
Roberto Mancini,Iesi,ITALY,1964,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5097668,49551.88262,2498805,127441.7,,
Sławomir Mrożek,Borzęcin,Poland,1930,Male,WRITER,LANGUAGE,HUMANITIES,1093990,16582.23785,101196,42076.53846,,
Grigoriy Ordzhonikidze,Kharagauli,Georgia,1886,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,206293,1152.7667,28726,7934.346154,,
Olga Constantinovna of Russia,Pavlovsk,Russia,1851,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,761793,6130.692257,208463,27206.89286,,
Mikel Arteta,San Sebastián,SPAIN,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3649117,45324.51599,2155481,93567.10256,,
Baruj Benacerraf,Caracas,VENEZUELA,1920,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,361140,3083.735703,115738,10031.66667,,
Robert Green,Chertsey,UNITED KINGDOM,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1435413,16417.30461,943735,38794.94595,,
Abigail Breslin,New York,UNITED STATES,1996,Female,ACTOR,FILM AND THEATRE,ARTS,11957744,71431.08196,7302847,323182.2703,,
Jussi Jääskeläinen,Mikkeli,FINLAND,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,864268,5679.910637,543566,29802.34483,,
William Gallas,Asnières-sur-Seine,France,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3231210,23294.46597,1651870,70243.69565,,
Robert Huth,Biesdorf,Germany,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1088443,4271.296313,537600,40312.7037,,
Cicinho,Pradópolis,BRAZIL,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1933126,11983.55954,551811,62358.90323,,
Rafael Nadal,Manacor,SPAIN,1986,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,31040194,354320.0459,15378035,365178.7529,,
Theudebert II,Other,Unknown,586,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,133561,374.1713249,29897,4946.703704,,
Theuderic II,Other,Unknown,587,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,78241,214.6279615,26551,3009.269231,,
Dagobert III,Other,Unknown,699,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,253798,802.9707164,64383,7690.848485,,
Dimitar Berbatov,Blagoevgrad,BULGARIA,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,7447164,59745.09684,4008664,155149.25,,
Ernest Hemingway,Chicago,UNITED STATES,1899,Male,WRITER,LANGUAGE,HUMANITIES,31968926,151124.7526,18358105,290626.6,,
Maria Alexandrovna of Hesse,Darmstadt,GERMANY,1824,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,233236,1113.549961,16871,8970.615385,,
Konstantinos Chalkias,Larissa,Greece,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,292028,8135.773689,139183,10069.93103,,
Stipe Pletikosa,Split,CROATIA,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,781855,9806.32984,376057,24432.96875,,
Dario Šimić,Zagreb,CROATIA,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,756012,5889.015611,270400,24387.48387,,
Robert Kovač,Berlin,Germany,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,650326,5024.641802,224667,21677.53333,,
Josip Šimunić,Canberra,Australia,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,697885,7190.196929,336386,24924.46429,,
Darijo Srna,Metković,Croatia,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1504108,15547.68343,692248,34184.27273,,
Ivica Olić,Davor,,Europe,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,8.625340418,26180.22043,1506230,17.80514512,
Ivan Klasnić,Hamburg,Germany,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1258544,10102.18762,536504,34959.55556,,
Zdeněk Grygera,Přílepy,CZECH REPUBLIC,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,805060,4639.026699,298533,26835.33333,,
Tomáš Hübschman,Prague,CZECH REPUBLIC,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,317874,4355.969097,149939,10961.17241,,
Marek Jankulovski,Ostrava,CZECH REPUBLIC,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1223384,5557.590365,413436,33982.88889,,
David Rozehnal,Šternberk,CZECH REPUBLIC,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,589266,3210.945952,226650,22664.07692,,
Tomáš Ujfaluši,Rýmařov,Czech Republic,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1569543,17085.81373,417402,50630.41935,,
Jaroslav Plašil,Opočno,CZECH REPUBLIC,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,651898,7036.715489,243834,17618.86486,,
Arthur Penn,Philadelphia,UNITED STATES,1922,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,824356,7788.931098,397927,29441.28571,,
`Abd Allah ibn `Abbas,Mecca,SAUDI ARABIA,620,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,540820,4857.710359,115964,19315,,
Guy Berryman,Kirkcaldy,UNITED KINGDOM,1978,Male,MUSICIAN,MUSIC,ARTS,1976551,13083.85916,1184153,70591.10714,,
Amélie Nothomb,Etterbeek,Belgium,1967,Female,WRITER,LANGUAGE,HUMANITIES,2758667,9961.029152,273508,55173.34,,
Sylvain Wiltord,Neuilly-sur-Marne,FRANCE,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1656160,6859.999652,636249,51755,,
Claudio Caniggia,Henderson,ARGENTINA,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2189722,25790.3987,560975,70636.19355,,
Scott Carson,Whitehaven,UNITED KINGDOM,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1114734,7388.424497,788266,41286.44444,,
Arnold Vosloo,Pretoria,SOUTH AFRICA,1962,Male,ACTOR,FILM AND THEATRE,ARTS,3305927,16777.37571,2028199,127151.0385,,
Christian Ziege,Berlin,Germany,1972,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,770253,3364.997133,251873,28527.88889,,
Thomas Häßler,Berlin,Germany,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,901153,4130.500499,197733,31074.24138,,
Andreas Möller,Frankfurt,Germany,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1015446,4735.143441,224272,36265.92857,,
Predrag Mijatović,Podgorica,,1969,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1176918,3753.963856,445998,37965.09677,,
Richard Bach,Chicago,UNITED STATES,1936,Male,WRITER,LANGUAGE,HUMANITIES,2110483,8509.396905,985213,65952.59375,,
Giovanni van Bronckhorst,Rotterdam,NETHERLANDS,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2353094,27863.93184,996915,51154.21739,,
Boudewijn Zenden,Maastricht,NETHERLANDS,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1524155,9087.290342,682819,49166.29032,,
Giuseppe Rossi,Teaneck,UNITED STATES,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3649082,29982.39852,2299976,114033.8125,,
Stephan Andersen,Copenhagen,DENMARK,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,287055,5776.490666,136643,11040.57692,,
Berengar I of Italy,30,,Unknown,845,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11.94210025,1378.891896,262726,24.73395612,
Thomas Kahlenberg,Hvidovre,DENMARK,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,448962,3341.999322,196744,15481.44828,,
Christian Poulsen,Denmark,Denmark,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2089478,23039.08175,912634,61455.23529,,
Dennis Rommedahl,Copenhagen,DENMARK,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1021222,13207.16099,458102,31913.1875,,
Brendan Gleeson,Dublin,IRELAND,1955,Male,ACTOR,FILM AND THEATRE,ARTS,4992655,24974.61249,3026719,142647.2857,,
Vincenzo Montella,Castello di Cisterna,ITALY,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1707932,19845.31639,494378,63256.74074,,
Andoni Zubizarreta,Vitoria-Gasteiz,SPAIN,1961,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1579460,8725.873119,472921,46454.70588,,
Elena Paparizou,Borås,Sweden,1982,Female,SINGER,MUSIC,ARTS,1621827,6111.016781,715970,37716.90698,,
Faure Gnassingbé,Afagnan,Togo,1966,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,386501,1877.110548,143979,10736.13889,,
Kimon,Athens,GREECE,-510,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,568669,1911.067585,207939,17770.90625,,
Borut Pahor,Postojna,SLOVENIA,1963,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,533841,8907.524533,204681,11863.13333,,
Donnie Yen,Guangzhou,China,1963,Male,ACTOR,FILM AND THEATRE,ARTS,6921042,50593.63388,3663026,266193.9231,,
Antonis Samaras,Athens,Greece,1951,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,937663,19398.3532,350894,24675.34211,,
José María Gutiérrez,Torrejón de Ardoz,SPAIN,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2354458,23344.89794,2070,61959.42105,,
Agnolo di Cosimo,Florence,ITALY,1503,Male,PAINTER,FINE ARTS,ARTS,869892,4003.473582,335846,20711.71429,,
Valdis Dombrovskis,Riga,LATVIA,1971,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,407114,7743.084006,168163,10713.52632,,
Cláudio Taffarel,Santa Rosa,Brazil,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1345552,9749.135892,323422,48055.42857,,
Dunga,Ijuí,BRAZIL,1963,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,2713218,36030.90167,911364,77520.51429,,
